date,symbol,event,score,detector,fwd_5,fwd_10,fwd_20,fwd_40
2025-04-09,AAP,SPRING,0.9997482861951397,spring_after_sc,-0.07738273080370484,-0.015835076187630803,-0.06214520466089035,0.5685688676426652
2025-04-09,ABEO,SPRING,2.8239055484024678,spring_after_sc,0.10983981693363831,0.2334096109839816,0.25629290617848977,0.5423340961098397
2024-05-07,ADTN,SPRING,4.9702872104829074,spring_after_sc,0.08163265306122458,-0.009276437847866359,-0.007421150278293154,-0.03710575139146555
2025-11-11,AMDD,SPRING,0.9562769240258718,spring_after_sc,0.02033898305084736,0.12881355932203387,0.04974011299435044,
2024-08-05,AMRN,SPRING,1.2904628663927202,spring_after_sc,-0.06453586175256154,0.01697507264107667,-0.04343171738797991,-0.05184278941734222
2025-04-07,AMTX,SPRING,1.1947218824607464,spring_after_sc,-0.16763005780346818,-0.21965317919075134,-0.2774566473988439,0.005780346820809301
2025-04-28,APPF,SPRING,2.329793261542243,spring_after_sc,0.06377487716511987,0.09573676112958451,0.05886148195940244,0.1454166459873938
2025-04-30,ARCB,SPRING,1.6326005722757,spring_after_sc,0.007006151742993794,0.1960013670539984,0.10269993164730007,0.2910116199589883
2024-09-26,ARBK,SPRING,1.4100402495988809,spring_after_sc,-0.01276595744680864,-0.10212765957446812,-0.021276595744680993,-0.04680851063829783
2025-05-16,ARDX,SPRING,1.4378071352997015,spring_after_sc,0.023195876288659933,-0.0077319587628865705,-0.05670103092783496,0.18556701030927836
2024-12-09,ARTL,SPRING,3.5866802560193087,spring_after_sc,-0.08620689655172398,-0.1724137931034483,0.008620689655172376,0.14655172413793127
2024-09-04,ASAN,SPRING,4.422147712853357,spring_after_sc,-0.07454401268834254,-0.05471847739888969,-0.10071371927042028,-0.030134813639968172
2025-03-11,AS,SPRING,2.3796009381837813,spring_after_sc,0.05794392523364489,0.07663551401869162,-0.21607476635514022,-0.0033644859813084516
2025-10-15,ASTL,SPRING,1.9832470908014348,spring_after_sc,0.01587301587301604,-0.03628117913832207,-0.11111111111111116,0.04535147392290262
2025-03-14,ATMU,SPRING,0.9735234839353675,spring_after_sc,0.019570535471595596,0.020929600434900886,-0.09893992932862195,0.036966567001902595
2024-08-09,AVNM,SPRING,1.0288725548458382,spring_after_sc,0.03812252892741852,0.06286771373644306,0.02957851209692053,0.08375711850266598
2025-12-12,AVS,SPRING,4.067909717441217,spring_after_sc,0.05189189189189203,,,
2025-01-14,BBD,SPRING,1.1155589864696638,spring_after_sc,0.015544041450777257,0.0362694300518136,0.07772020725388606,0.05699481865284972
2024-12-31,BDMD,SPRING,6.244731496057106,spring_after_sc,0.00657894736842124,-0.2868421052631579,-0.06710526315789467,-0.5171052631578947
2025-01-23,BEEM,SPRING,1.8955849428669445,spring_after_sc,-0.04844290657439454,-0.10034602076124566,-0.1557093425605537,-0.23529411764705888
2025-10-16,BHFAL,SPRING,2.5370739435222434,spring_after_sc,-0.0492765273311897,-0.03804930332261525,-0.060557341907824136,-0.10932475884244364
2025-05-16,BHVN,SPRING,1.2410375651973113,spring_after_sc,-0.02372034956304614,-0.02122347066167285,-0.05243445692883897,-0.1660424469413233
2024-06-17,BKE,SPRING,1.271386787134747,spring_after_sc,0.022357162572453904,0.0013800717637317828,0.12144631520839111,0.14656362130830813
2025-04-04,BLDP,SPRING,2.350635165625658,spring_after_sc,0.11111111111111094,0.0092592592592593,0.16666666666666652,0.20370370370370372
2024-06-17,BOH,SPRING,0.8657171928863456,spring_after_sc,-0.013137151865475594,0.014188124014713477,0.19057628306183205,0.11157820984410582
2024-09-11,BRLS,SPRING,1.4379506207780843,spring_after_sc,-0.07659574468085106,-0.18863829787234032,-0.25815602836879425,-0.07943262411347507
2025-04-29,BRO,SPRING,2.11161841322567,spring_after_sc,0.02213167885915368,0.009537920177794312,0.026669136031113982,0.011852949347161745
2025-04-22,BUL,SPRING,2.602147049105576,spring_after_sc,0.06323380772860321,0.08938861930378383,0.16702194417432725,0.13070220399794974
2024-03-20,BW,SPRING,1.7116240438729173,spring_after_sc,0.13888888888888884,0.06481481481481466,-0.10333333333333339,0.11111111111111094
2025-09-30,CAG,SPRING,1.4217696251288758,spring_after_sc,0.03276897870016393,0.010376843255051948,-0.012561441835062803,-0.031130529765155623
2025-03-04,CALC,SPRING,5.526450485343547,spring_after_sc,-0.08810572687224683,-0.07048458149779746,-0.1409691629955947,-0.3083700440528634
2025-04-04,CAR,SPRING,0.8753101757976127,spring_after_sc,0.006936416184971206,0.16560693641618496,0.39161849710982644,0.6865606936416184
