date,symbol,event,score,detector,fwd_5,fwd_10,fwd_20,fwd_40
2025-03-04,ABTS,SPRING,6.193263153755794,spring_after_ATR_compression_ratio,8.473684210526317,8.501849217638693,6.652916073968706,6.339971550497867
2024-08-19,AIXI,SPRING,5.8427449410332155,spring_after_ATR_compression_ratio,13.381884944920442,12.341493268053858,10.93390452876377,13.99388004895961
2025-11-11,AMDD,SPRING,0.9562769240258718,spring_after_ATR_compression_ratio,0.02033898305084736,0.12881355932203387,0.04974011299435044,
2024-09-26,ARBK,SPRING,1.4100402495988809,spring_after_ATR_compression_ratio,-0.01276595744680864,-0.10212765957446812,-0.021276595744680993,-0.04680851063829783
2025-08-04,ASNS,SPRING,4.078595119356778,spring_after_ATR_compression_ratio,0.11719192300434034,-0.07510851103981897,-0.13795055670881307,-0.3028873372334403
2024-10-04,ATAI,SPRING,1.1581947313703642,spring_after_ATR_compression_ratio,-0.051724137931034364,0.10344827586206917,-0.06896551724137923,0.4568965517241379
2025-02-28,AUTL,SPRING,2.5902832630650074,spring_after_ATR_compression_ratio,0.16184971098265888,0.08092485549132955,-0.040462427745664775,-0.19653179190751446
2025-03-13,BAER,SPRING,1.0992990180622382,spring_after_ATR_compression_ratio,-0.12571428571428567,-0.32571428571428573,-0.17714285714285716,-0.1885714285714286
2025-06-20,BBUC,SPRING,2.287764183041253,spring_after_ATR_compression_ratio,0.041412084181941644,0.06517311608961296,0.06042090970807856,0.1205023761031907
2025-06-18,BILL,SPRING,1.0775139281357191,spring_after_ATR_compression_ratio,0.06163580970236682,0.12983360674947275,0.07475978439184439,-0.05226154206702616
2025-04-04,BLDP,SPRING,2.350635165625658,spring_after_ATR_compression_ratio,0.11111111111111094,0.0092592592592593,0.16666666666666652,0.20370370370370372
2024-09-12,BRFH,SPRING,2.2086125422292735,spring_after_ATR_compression_ratio,-0.07999999999999996,-0.17538461538461536,-0.16923076923076918,-0.24615384615384606
2025-10-13,BROS,SPRING,2.2198467825026262,spring_after_ATR_compression_ratio,0.07245268591091558,0.14452303574842285,0.0835404320397628,0.1259797361881092
2025-05-16,BTBT,SPRING,1.67338610094215,spring_after_ATR_compression_ratio,0.050420168067226934,0.0,0.10084033613445387,0.6512605042016808
2024-05-29,CATY,SPRING,0.9418156617382819,spring_after_ATR_compression_ratio,0.00305470702582622,0.0036101083032491488,0.03832268814218276,0.256317689530686
2025-06-03,CC,SPRING,1.03371141181031,spring_after_ATR_compression_ratio,0.17421953675730117,0.08157099697885206,0.28197381671701915,0.20644511581067482
2025-02-20,CCIX,SPRING,3.4824130484047657,spring_after_ATR_compression_ratio,0.010516252390057268,0.010516252390057268,0.021032504780114536,0.03632887189292533
2025-09-15,CDLX,SPRING,0.8796686575105384,spring_after_ATR_compression_ratio,0.6929133858267715,1.0787401574803148,0.5196850393700787,0.12598425196850394
2025-05-22,CDP,SPRING,1.4162212062680193,spring_after_ATR_compression_ratio,0.017420311341734607,0.04225352112676051,0.07153446997776136,0.05189028910303928
2024-11-07,CING,SPRING,5.590964999065401,spring_after_ATR_compression_ratio,0.2267441860465116,0.3517441860465118,0.2441860465116279,0.36627906976744184
2025-03-03,CMCI,SPRING,0.8716256496935175,spring_after_ATR_compression_ratio,0.005129921720298247,0.025355202716599967,0.029956807027024857,-0.012691716708945422
2024-08-02,COOT,SPRING,2.0081371903468446,spring_after_ATR_compression_ratio,-0.09025423728813553,-0.09544491525423726,-0.06917372881355921,-0.06927966101694905
2025-05-30,CRC,SPRING,2.7178720625865402,spring_after_ATR_compression_ratio,0.010640706361783936,0.070183382386235,0.03395970115462976,0.1369707946570069
2025-06-27,CRH,SPRING,1.264453829210907,spring_after_ATR_compression_ratio,0.030812937062937085,0.03627622377622375,0.07670454545454564,0.23022290209790208
2025-04-09,CREV,SPRING,1.9065741435783101,spring_after_ATR_compression_ratio,0.09811320754717001,0.11320754716981152,0.18867924528301883,0.05509433962264154
2024-10-29,CRIS,SPRING,3.0151952857146793,spring_after_ATR_compression_ratio,-0.04535637149028082,-0.11015118790496758,-0.12958963282937352,-0.32181425485961124
2024-05-09,CRSP,SPRING,1.2991899250813603,spring_after_ATR_compression_ratio,0.03958916900093379,0.04070961718020549,0.08067226890756296,0.027637721755368938
2024-09-27,CUE,SPRING,6.176838232778745,spring_after_ATR_compression_ratio,0.7073888725345892,0.8104209596702974,1.1783926994406828,0.5013246982631734
2025-06-03,DLTR,SPRING,1.9641690071349642,spring_after_ATR_compression_ratio,-0.03722084367245648,0.01685277088502901,0.06503308519437567,0.17400744416873448
