date,symbol,sequence_id,event,detector,fwd_5,fwd_10,fwd_20,fwd_40
2025-12-01,A,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.05103264490339776,-0.06329113924050633,,
2025-10-24,AA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.06671740233384071,-0.05327245053272456,-0.07813292744799594,0.3627600202942667
2024-04-17,AAAU,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.02235469448584193,-0.026612731530764266,0.005961251862891315,-0.02980625931445602
2025-10-08,AACB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.007869667264945424,0.008855841107670459,0.013293623399933008,
2025-08-01,AACG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.7499999999999998,0.8148148148148147,1.009259259259259,0.31481481481481466
2024-04-04,AADR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.003957357454369426,-0.03343563236956859,-0.009206913261185501,0.04653044742367962
2025-09-04,AAL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.006998444790046632,-0.021772939346811793,-0.11119751166407466,-0.0062208398133748455
2025-12-22,AAME,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,,,,
2025-08-01,AAMI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.12809499747347153,0.188479029813037,0.28777160181910055,0.2379989893885801
2025-12-12,AAOI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.02308172177167811,,,
2025-05-23,AAP,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.021779330182864154,0.07047462502568314,-0.008424080542428714,0.3663447709061023
2025-04-09,AAPD,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0191256830601092,-0.050273224043715925,0.002185792349726823,-0.031693989071038375
2025-04-09,AAPG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.006842105263157872,0.3421052631578947,0.3242105263157895,0.4936842105263157
2024-06-14,AAPY,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-8.291248963587794e-05,0.00321097459862818,0.04883168764603907,0.015497098062862813
2025-12-09,AARD,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.016800584368152016,0.03360116873630403,,
2025-01-07,AB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.006079027355623046,0.11108040895274951,-0.004144791378833945,0.04476374689140661
2025-10-15,ABAT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.3363128491620111,-0.4022346368715084,-0.5139664804469274,-0.5229050279329609
2025-10-02,ABBV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.024814000676361192,-0.04096212377409536,-0.03533987149137641,-0.037453500169090326
2025-07-30,ABCB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.026373306134343633,0.0437126621011219,0.07562290543494088,0.08946524843362957
2025-10-03,ABCL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.06271186440677967,-0.05254237288135599,-0.05932203389830515,-0.4118644067796611
2025-04-09,ABEO,SEQ_FAILED_ACCUM,SEQ_FAILED_ACCUM,sequence,0.10983981693363831,0.2334096109839816,0.25629290617848977,0.5423340961098397
2025-05-07,ABEO,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.023741690408357163,0.22507122507122523,0.23076923076923084,0.09211775878442552
2025-09-22,ABEQ,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0013668342832227065,0.009333046363354303,-0.009416901227355723,-0.014218989772501689
2025-11-19,ABEV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0161943319838056,0.04453441295546545,0.004048582995951344,
2025-10-10,ABFL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.01602976957206237,0.039215686274509665,0.018106483469299883,0.02934020323457842
2025-01-31,ABG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.010280436834299578,0.0225495483349063,-0.12511797222596743,-0.25562896049615746
2024-12-31,ABLLL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.1122994652406416,-0.2085531788472964,-0.1895424836601306,-0.22162804515745682
2025-08-01,ABLS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.006540639706468898,0.030554004590855444,0.05812572562991325,0.03440925970239195
2025-09-11,ABLV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.004019381125426769,0.004074441140843543,0.02411628675256039,-0.008919722497522264
2025-09-08,ABM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.02923602219376864,-0.022407170294494128,-0.013230900554844216,-0.07789159197609896
2025-02-19,ABNB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0883023167489555,-0.0974806937587035,-0.20243068742878845,-0.28699835422205333
2025-10-10,ABOS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.05140186915887868,0.032710280373831724,-0.12149532710280386,-0.09345794392523377
2025-07-24,ABP,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.028936490041337803,-0.09996242014280354,-0.08305148440435928,-0.08305148440435928
2025-07-30,ABR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.016564952048822912,0.052310374891020084,0.03051438535309492,0.04184829991281602
2025-10-16,ABSI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.12217659137576997,-0.16016427104722797,-0.4579055441478439,-0.25256673511293637
2025-10-15,ABT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.011587485515643037,-0.038779451525685404,-0.004866743916570049,-0.04766319042101186
2025-09-23,ABTS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.08429488703923882,0.18906064209274676,-0.19857312722948872,-0.27467300832342456
2025-09-12,ABUS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.047085201793722,-0.011210762331838486,-0.07847533632286985,0.008968609865470878
2025-07-09,ABVC,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.24786324786324776,-0.344017094017094,-0.38888888888888884,-0.41880341880341876
2025-10-10,ABVE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.4005305039787799,0.23342175066312998,-0.27586206896551724,-0.3076923076923077
2025-11-21,ABVX,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.00671591672263272,-0.034167226326393574,0.16453995970449964,
2025-11-03,ACA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.016997445470622985,-0.038612694045981555,0.04234623698172535,
2025-06-04,ACAD,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.02434542949012397,0.054203031694993076,-0.037666513550757896,0.08084519981626093
2025-12-15,ACB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.08398437499999989,,,
2024-11-08,ACCO,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.03322259136212613,-0.03322259136212613,0.031561461794020085,-0.15116279069767435
2025-06-13,ACCS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.016170212765957426,0.04680851063829783,-0.0017021276595744483,0.02127659574468077
2025-10-30,ACDC,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.030360531309297722,-0.2979127134724857,-0.32827324478178366,
2025-07-24,ACEL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.03459372485921164,-0.10699919549477077,-0.08930008045052285,-0.11021721641190663
2025-09-08,ACES,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0279444539687983,0.10009943425338608,0.20384021944111086,0.2069261100634323
2025-10-07,ACET,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.1253077013245809,0.08064705192826183,-0.19083343101629346,-0.3705310045715625
2024-05-03,ACGL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.05973943438195106,0.06969600677894294,0.07721639656816026,0.05920982946721742
2024-08-02,ACHC,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.010916125466353566,0.029017548708028196,0.1320989360232141,-0.12380820782092039
2025-10-07,ACHR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.043269230769230616,-0.08573717948717952,-0.23397435897435892,-0.3309294871794872
2025-10-22,ACHV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.03131115459882583,-0.03522504892367917,-0.1545988258317026,-0.15068493150684936
2025-10-21,ACI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04498448810754918,-0.10496380558428131,-0.062047569803516,-0.08583247156153051
2025-06-05,ACIC,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.02828467153284675,-0.05200729927007297,-0.0018248175182482562,-0.06295620437956218
2025-10-30,ACIU,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.020710059171597628,-0.044378698224852076,-0.11538461538461531,
2025-03-03,ACIW,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.05932666060054603,-0.030755232029117452,-0.004367606915377631,-0.02602365787079164
2025-10-02,ACLS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.09575718713262793,-0.10633750133589814,-0.12536069252965687,-0.11542160949022118
2025-08-18,ACLX,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04636591478696739,-0.028822055137844527,0.07699805068226118,0.21595655806182124
2025-08-25,ACMR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04236111111111118,-0.030902777777777835,0.35381944444444446,0.351736111111111
2025-12-04,ACN,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0038241627682484847,0.002301923219722335,,
2024-11-07,ACNB,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.012577275634193308,0.015135365593690109,-0.0036239607759538384,-0.18141121296098905
2025-05-22,ACOG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.07364787111622562,0.07882623705408531,0.03567318757192184,0.12773302646720386
2025-10-14,ACON,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.12402234636871501,-0.13854748603351952,-0.20223463687150833,-0.2446927374301675
2025-11-18,ACR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0032802249297094743,0.05529522024367384,0.11855670103092786,
2025-11-10,ACRE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.021008403361344685,0.04621848739495804,0.09033613445378164,
2025-10-22,ACRS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.03539823008849563,0.0,0.08849557522123908,0.36283185840707977
2025-11-04,ACRV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.037209302325581395,0.13023255813953494,0.0604651162790697,
2024-12-30,ACSI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.004195788174881199,0.004573801852103321,0.04692115223805371,0.027951738617451927
2025-11-06,ACTG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.019553072625698276,-0.025139664804469275,0.033519553072625774,
2025-12-11,ACTU,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0539083557951483,,,
2025-04-22,ACU,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.024455857177794083,-0.06285155294693079,-0.038395695769136706,-0.05844949865492788
2024-12-04,ACVA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04161133244798587,-0.10535635236830454,-0.06949977866312529,-0.07658255865427177
2025-10-09,ACXP,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.05510752688172049,-0.12634408602150538,-0.32795698924731187,-0.5685483870967742
2024-09-04,ADAG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.08041958041958042,-0.25874125874125864,-0.18181818181818188,0.10139860139860146
2025-12-08,ADAM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.03656821378340358,0.011251758087201136,,
2025-12-15,ADBE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.018168873700697752,,,
2025-06-04,ADCT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.05688622754491024,-0.09281437125748504,-0.1467065868263473,-0.1946107784431138
2025-12-18,ADGM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,,,,
2025-12-17,ADI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.024055489964580845,,,
2025-05-02,ADIL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.10268656716417923,-0.018208955223880552,0.03820895522388046,-0.527910447761194
2025-03-10,ADIV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.031677377892030956,0.011246786632390648,-0.11427377892030854,0.016375321336760784
2025-06-27,ADM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.04886494805694519,0.04463255098114671,0.05348210850327062,0.23528280107733734
2025-11-06,ADMA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.11903064861012114,0.1660727013542409,0.4148253741981469,
2025-11-13,ADME,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.02230046948356812,0.012902973395931161,0.006259780907668322,
2025-07-07,ADNT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.04499999999999993,0.005909090909090864,-0.013181818181818183,0.11136363636363633
2024-11-14,ADP,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.008543329249312892,0.0163581575548859,-0.01731845425345213,-0.028543991522898104
2025-12-03,ADPT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.08114419147694096,-0.058960887332165646,,
2024-04-04,ADPV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.004823884602482398,-0.059486749412948625,-0.023663200268366213,0.03870513250587049
2025-01-06,ADSE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.010261502813637913,0.027474346242965852,-0.0049652432969216065,-0.04998344918901032
2024-06-21,ADSK,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.021212496388923308,0.02331723824852472,0.01217448722710568,0.03631711444017993
2025-03-03,ADT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0,-0.01820546163849157,0.05851755526657998,0.03771131339401812
2025-07-17,ADTN,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04079497907949792,-0.028242677824267926,-0.06485355648535573,0.057531380753137906
2025-09-17,ADUR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.006854531607006775,-0.006854531607006997,0.2665651180502664,-0.09824828636709826
2025-08-07,ADUS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.04362969752520618,0.04656278643446399,0.03776351970669123,0.05279560036663611
2025-08-12,ADV,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.043010752688172116,-0.037634408602150615,-0.010752688172043001,-0.19354838709677424
2024-04-10,ADXN,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.19236417033773856,-0.42914831130690156,-0.6696035242290749,-0.6622613803230544
2025-02-20,AEG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.029654036243822013,0.03953871499176276,0.09060955518945635,0.0049423393739702615
2025-12-17,AEHL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.17877094972067042,,,
2025-08-29,AEHR,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.009619238476954006,0.1535070140280561,0.22044088176352705,0.007615230460921829
2025-09-04,AEI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,1.0217391304347827,0.875,0.38043478260869557,0.5380434782608696
2025-11-06,AEIS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.07472627737226278,-0.1383211678832117,0.0008211678832117375,
2025-09-24,AEM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.07762932944975609,0.07370353954283537,0.03526878997023997,0.06167289305388457
2025-05-27,AEMD,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0774703557312253,4.2437417654808955,3.137022397891963,2.557312252964427
2025-12-10,AENT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.09402795425667088,0.008259212198221011,,
2025-12-05,AEO,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.10264183629276746,0.20571676050238197,,
2025-10-17,AEON,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.14545454545454561,-0.2272727272727274,-0.1776363636363637,-0.2145454545454546
2025-07-31,AEP,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.005214778150963495,-0.0024748099699487547,-0.01202050556832246,-0.03535442814212475
2025-11-04,AER,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.04025974025974022,0.008708938120702614,0.05530939648586686,
2025-04-04,AERT,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.15454080763332767,0.2080422559209405,0.11501107514056907,0.12455273470778683
2025-10-02,AES,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.019594121763470973,0.037088873337998596,-0.01889433170048982,-0.016095171448565315
2025-10-30,AESI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.07290803645401833,-0.2634631317315659,-0.2858326429163215,
2025-08-25,AETH,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.04165770377029976,-0.04294652230428253,-0.11916515446517717,-0.20896694116111336
2025-09-24,AEVA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0760197775030903,-0.012360939431396711,0.016687268232385533,-0.38998763906056866
2025-07-28,AEYE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.050262565641410295,-0.2306826706676669,-0.10202550637659413,0.04501125281320317
2024-12-23,AFBI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.2027334851936219,-0.19589977220956722,-0.15945330296127558,-0.14578587699316625
2025-08-22,AFCG,SEQ_RECOVERY,SEQ_RECOVERY,sequence,0.13381995133819946,0.10705596107055948,0.014598540145985384,-0.16301703163017034
2025-12-15,AFCG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.1306990881458967,,,
2025-12-10,AFJK,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.25086405529953915,0.3824884792626728,,
2024-05-02,AFL,SEQ_RECOVERY,SEQ_RECOVERY,sequence,0.015944788196097015,0.03688719657306039,0.06937172774869116,0.05973346025702031
2025-10-16,AFLG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.01314691151919889,0.017842237061769683,0.011060100166944808,0.02149415692821366
2024-08-07,AFMC,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.028486245771492502,0.06189917454043914,0.04002415309770346,0.09032023439483461
2025-12-05,AFRI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.0566762728146013,0.039385206532180694,,
2024-07-17,AFSM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.009944078947368373,0.02026315789473676,-0.05204934210526313,-0.04260197368421048
2025-05-13,AFYA,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.037460978147762725,-0.04734651404786683,-0.06399583766909467,-0.18522372528616016
2025-09-23,AG,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.041525423728813404,0.0754237288135593,0.0805084745762712,-0.008474576271186529
2025-05-29,AGAE,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.018181818181818077,0.2909090909090908,0.1454545454545455,-0.30545454545454553
2025-08-01,AGCO,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.035296188715782106,-0.011970777220315143,-0.047707068039785194,-0.050259660241175896
2025-07-15,AGEN,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.01607717041800638,-0.054662379421221874,-0.22668810289389074,-0.22347266881028938
2025-07-11,AGGS,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.0004347601818623925,0.003510012993680034,0.008989956302917212,0.02316019070497477
2025-07-24,AGH,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.34782608695652173,0.5543478260869563,0.576086956521739,0.8097826086956521
2025-09-16,AGI,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.06896551724137923,0.10281556469471687,0.07750711800063281,0.0335336918696616
2025-09-23,AGIX,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.004072766766223146,0.012489818083084359,0.02737442302470816,-0.04507195221286986
2025-01-14,AGL,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,0.2909090909090908,0.2472727272727273,0.2981818181818181,0.4545454545454546
2025-03-03,AGM,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.053708439897698135,-0.04456029903600234,-0.07775919732441472,-0.13254967538855
2025-04-29,AGMH,SEQ_DISTRIBUTION_TOP,SEQ_DISTRIBUTION_TOP,sequence,-0.169921875,-0.1308593750000001,-0.2998046875,22.632812499999996
