date,symbol,event,score,detector,fwd_5,fwd_10,fwd_20,fwd_40
2024-08-19,AACG,SPRING,1.4032691568774356,spring_after_ATR_compression_ratio,0.015651015651015676,-0.03596403596403608,-0.11055611055611059,0.665001665001665
2024-04-11,AAPL,SPRING,1.2927815565919452,spring_after_ATR_compression_ratio,-0.04570383912248632,-0.029421846435100596,0.054444698354661814,0.12482861060329076
2025-03-04,ABTS,SPRING,6.193263153755794,spring_after_ATR_compression_ratio,8.473684210526317,8.501849217638693,6.652916073968706,6.339971550497867
2024-07-01,ADTX,SPRING,5.498246972933856,spring_after_ATR_compression_ratio,0.06962025316455689,0.012594936708860693,-0.24683544303797478,-0.5272151898734178
2025-01-16,ADV,SPRING,1.5005348913202268,spring_after_ATR_compression_ratio,0.09053497942386812,0.08641975308641969,0.11522633744855959,-0.34979423868312753
2024-04-24,AIRE,SPRING,4.7437550331097915,spring_after_ATR_compression_ratio,-0.06034482758620674,-0.008620689655172376,-0.1881896551724137,-0.16586206896551714
2024-08-19,AIXI,SPRING,5.8427449410332155,spring_after_ATR_compression_ratio,13.381884944920442,12.341493268053858,10.93390452876377,13.99388004895961
2025-05-05,AL,SPRING,1.5117616561628588,spring_after_ATR_compression_ratio,0.1376127973748975,0.17186218211648896,0.17739950779327307,0.20857260049220683
2025-11-11,AMDD,SPRING,0.9562769240258718,spring_after_ATR_compression_ratio,0.02033898305084736,0.12881355932203387,0.04974011299435044,
2025-04-07,AMTX,SPRING,1.1947218824607464,spring_after_ATR_compression_ratio,-0.16763005780346818,-0.21965317919075134,-0.2774566473988439,0.005780346820809301
2025-03-04,APRE,SPRING,0.8767504234278136,spring_after_ATR_compression_ratio,-0.039215686274509665,-0.07058823529411751,-0.24705882352941178,-0.3176470588235294
2024-09-26,ARBK,SPRING,1.4100402495988809,spring_after_ATR_compression_ratio,-0.01276595744680864,-0.10212765957446812,-0.021276595744680993,-0.04680851063829783
2024-04-19,AROW,SPRING,1.6991883987733447,spring_after_ATR_compression_ratio,0.00745941202281708,0.038174637999122574,0.0956559894690654,0.08556384379113635
2024-09-23,ASHR,SPRING,1.567457972879188,spring_after_ATR_compression_ratio,0.23819835426591607,0.5348635773061932,0.19488956258120393,0.1883932438284972
2025-08-04,ASNS,SPRING,4.078595119356778,spring_after_ATR_compression_ratio,0.11719192300434034,-0.07510851103981897,-0.13795055670881307,-0.3028873372334403
2024-10-04,ATAI,SPRING,1.1581947313703642,spring_after_ATR_compression_ratio,-0.051724137931034364,0.10344827586206917,-0.06896551724137923,0.4568965517241379
2025-02-28,AUTL,SPRING,2.5902832630650074,spring_after_ATR_compression_ratio,0.16184971098265888,0.08092485549132955,-0.040462427745664775,-0.19653179190751446
2025-04-04,AVBP,SPRING,4.522575263169555,spring_after_ATR_compression_ratio,0.10535931790499364,0.19001218026796574,0.2673568818514005,0.4080389768574908
